🇨🇳 央视频道,#genre#
吉林都市,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/7e8474e6daea44ccaa5aa2300191439e/1.m3u8
吉林生活,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/0a76740c72b74fabae611845aa21e06a/1.m3u8
吉林影视,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/906341e6f19b4c4bacdc89941eb85d12/1.m3u8
吉林公共,http://hls1.avap.jilintv.cn/zqvk7vpj/channel/44dcb20ec810463cb517f1814c1b3ce9/1.m3u8
长春综合,http://play-hsbj.vzan.com/slowlive/580610038484302158/live.m3u8
长春经济,http://play-hsbj.vzan.com/slowlive/971101273107665149/live.m3u8
长春市民生活,http://play-hsbj.vzan.com/slowlive/068896930987809806/live.m3u8
长春文旅体育,http://play-hsbj.vzan.com/slowlive/313849570252687480/live.m3u8
长春汽车,http://play-hsbj.vzan.com/slowlive/917989240738000763/live.m3u8

🇨🇳 辽宁地方台,#genre#
辽宁卫视,http://home.ofme.cn:8888/udp/232.0.0.126:1234
辽宁影视,http://home.ofme.cn:8888/udp/232.0.0.25:1234
辽宁购物,http://home.ofme.cn:8888/udp/232.0.0.30:1234
辽宁生活,http://home.ofme.cn:8888/udp/232.0.0.150:1234
辽宁北方,http://home.ofme.cn:8888/udp/232.0.0.151:1234
辽宁都市,http://home.ofme.cn:8888/udp/232.0.0.154:1234
辽宁经济,http://home.ofme.cn:8888/udp/232.0.0.156:1234
辽宁体育,http://home.ofme.cn:8888/udp/232.0.0.164:1234
辽宁体育,http://home.ofme.cn:8888/udp/232.0.0.216:1234
辽宁移动,http://home.ofme.cn:8888/udp/232.0.0.165:1234
辽宁公共,http://home.ofme.cn:8888/udp/232.0.0.168:1234
沈阳综合,http://home.ofme.cn:8888/udp/232.0.0.206:1234
辽宁体育,http://home.ofme.cn:8888/udp/232.0.0.216:1234
辽宁教育,http://home.ofme.cn:8888/udp/232.0.0.241:1234

电影轮播,#genre#
李连杰,http://123.132.226.194:31028/hls/38/index.m3u8
周星驰,http://123.132.226.194:31028/hls/39/index.m3u8
刘德华,http://123.132.226.194:31028/hls/40/index.m3u8
成龙,http://123.132.226.194:31028/hls/41/index.m3u8
吴京,http://123.132.226.194:31028/hls/42/index.m3u8
李小龙,http://123.132.226.194:31028/hls/103/index.m3u8
甄子丹,http://123.132.226.194:31028/hls/104/index.m3u8
黄渤,http://123.132.226.194:31028/hls/105/index.m3u8
王宝强,http://123.132.226.194:31028/hls/106/index.m3u8

🌈 彩虹频道_6058,#genre#
DORCEL TV HD,http://146.59.54.163/345/index.m3u8
2,http://146.59.54.163/347/index.m3u8
HUSTLER HD,http://146.59.54.163/348/index.m3u8
HUSTLER TV,http://146.59.54.163/349/index.m3u8
O la la,http://146.59.54.163/350/index.m3u8
PENTHOUSE TV,http://146.59.54.163/352/index.m3u8
PENTHOUSE HD,http://146.59.54.163/353/index.m3u8
babestv,http://146.59.54.163/354/index.m3u8
p,http://146.59.54.163/356/index.m3u8
REDLIGHT HD,http://146.59.54.163/358/index.m3u8
VIVIDRED HD,http://146.59.54.163/361/index.m3u8
EXXXOTICA,http://146.59.54.163/362/index.m3u8
XXL,http://146.59.54.163/363/index.m3u8

点播台1🔒_6058,#genre#
一本道1,https://vip4.ddyunbo.com/20210210/IjSENz6s/index.m3u8
一本道2,https://vip4.ddyunbo.com/20210209/dEzJjeSU/index.m3u8
一本道3,https://vip4.ddyunbo.com/20210208/6LaKp6lZ/index.m3u8
一本道4,https://vip4.ddyunbo.com/20210208/uWwFdRB7/index.m3u8
一本道5,https://vip4.ddyunbo.com/20210208/EZRbwZn4/index.m3u8
一本道6,https://vip4.ddyunbo.com/20210207/Lyhqjp3z/index.m3u8
一本道7,https://vip4.ddyunbo.com/20210203/DYtc79vE/index.m3u8
一本道8,https://vip4.ddyunbo.com/20210202/cy0urBhD/index.m3u8
一本道9,https://vip4.ddyunbo.com/20210202/cOf9FXgF/index.m3u8
一本道10,https://vip4.ddyunbo.com/20210202/jnSPf5L7/index.m3u8
一本道11,https://vip4.ddyunbo.com/20210202/6wLYbWPq/index.m3u8
一本道12,https://vip4.ddyunbo.com/20190904/HqGckgKl/index.m3u8
一本道13,https://vip4.ddyunbo.com/20190904/m94xaoPh/index.m3u8
一本道14,https://vip4.ddyunbo.com/20190908/1oZ5V2g2/index.m3u8
一本道15,https://vip4.ddyunbo.com/20190904/wJoZlwtT/index.m3u8
一本道16,https://vip4.ddyunbo.com/20190904/ZnGN7sEl/index.m3u8
一本道17,https://vip4.ddyunbo.com/20190908/qvYslaAx/index.m3u8
一本道18,https://vip4.ddyunbo.com/20190908/ETghLd5D/index.m3u8
一本道19,https://vip4.ddyunbo.com/20190908/nvueB1Az/index.m3u8
一本道20,https://vip4.ddyunbo.com/20190908/zSd2DI9R/index.m3u8
一本道21,https://vip4.ddyunbo.com/20190914/dSIYelxz/index.m3u8
一本道22,https://vip4.ddyunbo.com/20190914/TFWmOomT/index.m3u8
一本道23,https://vip4.ddyunbo.com/20190914/vL0TDJOa/index.m3u8
一本道24,https://vip4.ddyunbo.com/20190918/7mkn1AhN/index.m3u8
一本道25,https://vip4.ddyunbo.com/20190923/WebyDiop/index.m3u8
一本道26,https://vip4.ddyunbo.com/20191003/iRZV03AE/index.m3u8
一本道27,https://vip4.ddyunbo.com/20191003/EuwbmURX/index.m3u8
一本道28,https://vip4.ddyunbo.com/20191004/HjrnnnDD/index.m3u8
一本道29,https://vip4.ddyunbo.com/20191004/GKWK7Q5F/index.m3u8
一本道30,https://vip4.ddyunbo.com/20191004/3T6aTxbN/index.m3u8
一本道31,https://vip4.ddyunbo.com/20191004/FxbqgEFY/index.m3u8
一本道32,https://vip4.ddyunbo.com/20191004/rURK4pfY/index.m3u8
一本道33,https://vip4.ddyunbo.com/20191007/7G1CWNc8/index.m3u8
一本道34,https://vip4.ddyunbo.com/20191007/IFlq5eON/index.m3u8
一本道35,https://vip4.ddyunbo.com/20191007/qISqWik0/index.m3u8
一本道36,https://vip4.ddyunbo.com/20190907/PH1oGegu/index.m3u8
一本道37,https://vip4.ddyunbo.com/20191206/aIGd1S2S/index.m3u8
一本道38,https://vip4.ddyunbo.com/20190908/qvYslaAx/index.m3u8
一本道39,https://vip4.ddyunbo.com/20191209/eOWqpnjK/index.m3u8
一本道40,https://vip4.ddyunbo.com/20191203/kT2Rfcof/index.m3u8
一本道41,https://vip4.ddyunbo.com/20191203/eKcaCDs1/index.m3u8
一本道42,https://vip4.ddyunbo.com/20191204/jouQzYVh/index.m3u8
一本道43,https://vip4.ddyunbo.com/20190824/InhHOPJz/index.m3u8
一本道44,https://vip4.ddyunbo.com/20191201/yKe6LATy/index.m3u8
一本道45,https://vip4.ddyunbo.com/20191128/b49owsxG/index.m3u8
一本道46,https://vip4.ddyunbo.com/20191104/NAZTGvOC/index.m3u8
一本道47,https://vip4.ddyunbo.com/20190724/fpVllSSA/index.m3u8
一本道48,https://vip4.ddyunbo.com/20191115/nz0OLAD7/index.m3u8
一本道49,https://vip4.ddyunbo.com/20191205/ZgkgLcVy/index.m3u8
一本道50,https://vip4.ddyunbo.com/20191111/YQ1Jvlo7/index.m3u8
一本道51,https://vip4.ddyunbo.com/20191203/mXPJeA8L/index.m3u8
一本道52,https://vip4.ddyunbo.com/20191201/aBIJI8XX/index.m3u8
一本道53,https://vip4.ddyunbo.com/20191209/nBF7mWF0/index.m3u8
一本道54,https://vip4.ddyunbo.com/20191211/EmnFBcTv/index.m3u8
一本道55,https://vip4.ddyunbo.com/20191203/tHSBAUjL/index.m3u8
一本道56,https://vip4.ddyunbo.com/20191207/3l1NKbd9/index.m3u8
一本道57,https://vip4.ddyunbo.com/20191128/6sgJpPs4/index.m3u8
一本道58,https://vip4.ddyunbo.com/20191121/NoBsuuFA/index.m3u8
一本道59,https://vip4.ddyunbo.com/20191206/SGNaCdAK/index.m3u8
一本道60,https://vip4.ddyunbo.com/20191112/aKyYPZ4O/index.m3u8
一本道61,https://vip4.ddyunbo.com/20191130/u0WbYaDT/index.m3u8
一本道62,https://vip4.ddyunbo.com/20191111/r5A7emIq/index.m3u8
一本道63,https://vip4.ddyunbo.com/20191102/PNo3bOxT/index.m3u8
一本道64,https://vip4.ddyunbo.com/20191210/cyck231P/index.m3u8
一本道65,https://vip4.ddyunbo.com/20191203/qg6ciKiI/index.m3u8
一本道66,https://vip4.ddyunbo.com/20191122/r7naPuig/index.m3u8
一本道67,https://vip4.ddyunbo.com/20191205/SIKrL2zv/index.m3u8
一本道68,https://vip4.ddyunbo.com/20191211/dFWVbgGO/index.m3u8
一本道69,https://vip4.ddyunbo.com/20191201/XNRFDngP/index.m3u8
一本道70,https://vip4.ddyunbo.com/20191203/ZRDWzUqf/index.m3u8
一本道71,https://vip4.ddyunbo.com/20191128/J5nWdwcz/index.m3u8
一本道72,https://vip4.ddyunbo.com/20191201/Rf4zb6hN/index.m3u8
一本道73,https://vip4.ddyunbo.com/20191201/CMNsuXH3/index.m3u8
一本道74,https://vip4.ddyunbo.com/20191203/vBvvarir/index.m3u8
一本道75,https://vip4.ddyunbo.com/20191211/nOiZ9PsG/index.m3u8
一本道76,https://vip4.ddyunbo.com/20191115/tLqC19DS/index.m3u8
一本道77,https://vip4.ddyunbo.com/20191104/5Br1zP28/index.m3u8
一本道78,https://vip4.ddyunbo.com/20190801/YErziN66/index.m3u8
一本道79,https://vip4.ddyunbo.com/20190729/Lv7KSuaP/index.m3u8
一本道80,https://vip4.ddyunbo.com/20191205/0oLr2jlQ/index.m3u8
一本道81,https://vip4.ddyunbo.com/20191110/Z3mWJbrz/index.m3u8
一本道82,https://vip4.ddyunbo.com/20190724/SRcabvNZ/index.m3u8
一本道83,https://vip4.ddyunbo.com/20191127/52rP822O/index.m3u8
一本道84,https://vip4.ddyunbo.com/20191207/p0zvtDBY/index.m3u8
一本道85,https://vip4.ddyunbo.com/20191208/dw94ieYl/index.m3u8
一本道86,https://vip4.ddyunbo.com/20190913/MA5Cn7rw/index.m3u8
一本道87,https://vip4.ddyunbo.com/20191210/tyN6I80q/index.m3u8
一本道88,https://vip4.ddyunbo.com/20191122/QMk66MvN/index.m3u8
一本道89,https://vip4.ddyunbo.com/20191206/trGVPzmt/index.m3u8
一本道90,https://vip4.ddyunbo.com/20191010/xcMAZOOw/index.m3u8
一本道91,https://vip4.ddyunbo.com/20191207/tBB5RkgE/index.m3u8
一本道92,https://vip4.ddyunbo.com/20191207/Le7BwZ7a/index.m3u8
一本道93,https://vip4.ddyunbo.com/20191115/XU1ZFXas/index.m3u8
一本道94,https://vip4.ddyunbo.com/20191205/VDovZ2mt/index.m3u8
一本道95,https://vip4.ddyunbo.com/20191203/N6QagWOF/index.m3u8
一本道96,https://vip4.ddyunbo.com/20191125/OqB6IP7s/index.m3u8
一本道97,https://vip4.ddyunbo.com/20191121/qFgFA0vx/index.m3u8
一本道98,https://vip4.ddyunbo.com/20191127/xnpQRfvD/index.m3u8
一本道99,https://vip4.ddyunbo.com/20191204/6UOQDpAF/index.m3u8
一本道100,https://vip4.ddyunbo.com/20191210/iClVJoQP/index.m3u8
一本道101,https://vip4.ddyunbo.com/20190801/68w4hmaH/index.m3u8
一本道102,https://vip4.ddyunbo.com/20191203/AdOtik4n/index.m3u8
一本道103,https://vip4.ddyunbo.com/20191207/Aawt3pa8/index.m3u8
一本道104,https://vip4.ddyunbo.com/20191118/cqj1PHFT/index.m3u8
一本道105,https://vip4.ddyunbo.com/20191203/lrQfHler/index.m3u8
一本道106,https://vip4.ddyunbo.com/20191203/5E24xFQu/index.m3u8
一本道107,https://vip4.ddyunbo.com/20191206/wElIhu09/index.m3u8
一本道108,https://vip4.ddyunbo.com/20191209/zpkqVbXG/index.m3u8
一本道109,https://vip4.ddyunbo.com/20191130/5D8rho9Y/index.m3u8
一本道110,https://vip4.ddyunbo.com/20191125/b7iK6Oay/index.m3u8
一本道111,https://vip4.ddyunbo.com/20191118/pa08NZI8/index.m3u8
一本道112,https://vip4.ddyunbo.com/20191209/ptaY4sdV/index.m3u8
一本道113,https://vip4.ddyunbo.com/20191208/YoOOpIoB/index.m3u8
一本道114,https://vip4.ddyunbo.com/20191206/KlOfpmXm/index.m3u8
一本道115,https://vip4.ddyunbo.com/20191128/bhlfixkB/index.m3u8
一本道116,https://vip4.ddyunbo.com/20191004/27dVXQbM/index.m3u8
一本道117,https://vip4.ddyunbo.com/20191130/opfnHxZs/index.m3u8
一本道118,https://vip4.ddyunbo.com/20191020/HFA1EICB/index.m3u8
一本道119,https://vip4.ddyunbo.com/20190725/QoR2tEMa/index.m3u8
一本道120,https://vip4.ddyunbo.com/20191203/a3QaDIMv/index.m3u8
一本道121,https://vip4.ddyunbo.com/20191104/j2LhlTOV/index.m3u8
一本道122,https://vip4.ddyunbo.com/20191008/zaPfpDWi/index.m3u8
一本道123,https://vip4.ddyunbo.com/20191206/beXglix7/index.m3u8
一本道124,https://vip4.ddyunbo.com/20191207/ywgZ4c11/index.m3u8
一本道125,https://vip4.ddyunbo.com/20191122/CTiWjkn3/index.m3u8
一本道126,https://vip4.ddyunbo.com/20191203/fo9gOCfd/index.m3u8
一本道127,https://vip4.ddyunbo.com/20191128/LfZiCMWd/index.m3u8
一本道128,https://vip4.ddyunbo.com/20191102/VMYrbDYq/index.m3u8
一本道129,https://vip4.ddyunbo.com/20191201/JkE6BitE/index.m3u8
一本道130,https://vip4.ddyunbo.com/20191121/tYZpFfYL/index.m3u8
一本道131,https://vip4.ddyunbo.com/20191102/k5XyaYgP/index.m3u8
一本道132,https://vip4.ddyunbo.com/20191008/aJt3osLQ/index.m3u8
一本道133,https://vip4.ddyunbo.com/20191206/W6K0WfDk/index.m3u8
一本道134,https://vip4.ddyunbo.com/20190712/AWmTfG0V/index.m3u8
一本道135,https://vip4.ddyunbo.com/20191203/2MAO7hnv/index.m3u8
一本道136,https://vip4.ddyunbo.com/20191122/XqkKvmTm/index.m3u8
一本道137,https://vip4.ddyunbo.com/20191205/ZhyfTfzD/index.m3u8
一本道138,https://vip4.ddyunbo.com/20191209/Cg46YFFD/index.m3u8
一本道139,https://vip4.ddyunbo.com/20191203/5sYrnUa8/index.m3u8
一本道140,https://vip4.ddyunbo.com/20191206/D2NceISA/index.m3u8
一本道141,https://vip4.ddyunbo.com/20190703/TS1mxp2x/index.m3u8
一本道142,https://vip4.ddyunbo.com/20191127/28kOylU9/index.m3u8
一本道143,https://vip4.ddyunbo.com/20190924/1r6n6c3u/index.m3u8
一本道144,https://vip4.ddyunbo.com/20191201/8UTueLDg/index.m3u8
一本道145,https://vip4.ddyunbo.com/20191011/eswYrYkE/index.m3u8
一本道146,https://vip4.ddyunbo.com/20191109/7zPRNKbZ/index.m3u8
一本道147,https://vip4.ddyunbo.com/20191208/0gSaR7IX/index.m3u8
一本道148,https://vip4.ddyunbo.com/20191203/B5DlB2Ib/index.m3u8
一本道149,https://vip4.ddyunbo.com/20191108/iI37Slwz/index.m3u8
一本道150,https://vip4.ddyunbo.com/20191115/nxekkiWv/index.m3u8
一本道151,https://vip4.ddyunbo.com/20191206/DRjLLulI/index.m3u8
一本道152,https://vip4.ddyunbo.com/20191208/F59kEATh/index.m3u8
一本道153,https://vip4.ddyunbo.com/20191205/u11PSJcw/index.m3u8
一本道154,https://vip4.ddyunbo.com/20191203/PldaO4lb/index.m3u8
一本道155,https://vip4.ddyunbo.com/20191206/AYu0BDSt/index.m3u8
一本道156,https://vip4.ddyunbo.com/20191211/M3q09qGG/index.m3u8
一本道157,https://vip4.ddyunbo.com/20191128/tZFK4HY2/index.m3u8
一本道158,https://vip4.ddyunbo.com/20191130/tZycHwv3/index.m3u8
一本道159,https://vip4.ddyunbo.com/20191111/1B9E9krC/index.m3u8
一本道160,https://vip4.ddyunbo.com/20190911/TkgRmCOM/index.m3u8
一本道161,https://vip4.ddyunbo.com/20191121/xcENj210/index.m3u8
一本道162,https://vip4.ddyunbo.com/20190821/N8XQWA19/index.m3u8
一本道163,https://vip4.ddyunbo.com/20191121/5fNyVOF0/index.m3u8
一本道164,https://vip4.ddyunbo.com/20191120/c3IW5efi/index.m3u8
一本道165,https://vip4.ddyunbo.com/20191208/bbjKax2R/index.m3u8
一本道166,https://vip4.ddyunbo.com/20191005/pXmIH9LF/index.m3u8
一本道167,https://vip4.ddyunbo.com/20191125/VWWVU5vF/index.m3u8
一本道168,https://vip4.ddyunbo.com/20191205/5JT6u3Ag/index.m3u8
一本道169,https://vip4.ddyunbo.com/20191206/jrpIh9qw/index.m3u8
一本道170,https://vip4.ddyunbo.com/20191206/mXdjz6j1/index.m3u8
一本道171,https://vip4.ddyunbo.com/20190902/OMyiKlzl/index.m3u8
一本道172,https://vip4.ddyunbo.com/20191130/iEZY20NL/index.m3u8
一本道173,https://vip4.ddyunbo.com/20191201/XJwjwidw/index.m3u8
一本道174,https://vip4.ddyunbo.com/20191110/YvQVLhAg/index.m3u8
一本道175,https://vip4.ddyunbo.com/20190918/dW0J9fzv/index.m3u8
一本道176,https://vip4.ddyunbo.com/20191125/vpMcTD6O/index.m3u8
一本道177,https://vip4.ddyunbo.com/20191203/q5YvttfY/index.m3u8
一本道178,https://vip4.ddyunbo.com/20191208/7se6brgf/index.m3u8
一本道179,https://vip4.ddyunbo.com/20191207/gJmk2Ml1/index.m3u8
一本道180,https://vip4.ddyunbo.com/20191103/HSJrGNbs/index.m3u8
一本道181,https://vip4.ddyunbo.com/20191110/YG00RmgF/index.m3u8
一本道182,https://vip4.ddyunbo.com/20191203/nYjY9u2u/index.m3u8
一本道183,https://vip4.ddyunbo.com/20191128/XyZVKafW/index.m3u8
一本道184,https://vip4.ddyunbo.com/20190907/j4Y1yHpk/index.m3u8
一本道185,https://vip4.ddyunbo.com/20191128/zrhWuPR1/index.m3u8
一本道186,https://vip4.ddyunbo.com/20191110/7bbcTr2N/index.m3u8
一本道187,https://vip4.ddyunbo.com/20191127/65PpXoMw/index.m3u8
一本道188,https://vip4.ddyunbo.com/20191203/0ir3uu6a/index.m3u8
一本道189,https://vip4.ddyunbo.com/20191029/iONkDOhp/index.m3u8
一本道190,https://vip4.ddyunbo.com/20191020/Ez8f8YXO/index.m3u8
一本道191,https://vip4.ddyunbo.com/20191121/EkloOcUP/index.m3u8
一本道192,https://vip4.ddyunbo.com/20191206/boYeS27U/index.m3u8
一本道193,https://vip4.ddyunbo.com/20191124/L8pKppVU/index.m3u8
一本道194,https://vip4.ddyunbo.com/20190929/0PhfynWn/index.m3u8
一本道195,https://vip4.ddyunbo.com/20191112/10y3MJVC/index.m3u8
一本道196,https://vip4.ddyunbo.com/20191130/akowH7sK/index.m3u8
一本道197,https://vip4.ddyunbo.com/20190924/cJ5trNUQ/index.m3u8
一本道198,https://vip4.ddyunbo.com/20191130/oR4CtFQl/index.m3u8
一本道199,https://vip4.ddyunbo.com/20191015/20mRMz60/index.m3u8
一本道200,https://vip4.ddyunbo.com/20191205/sTKpDkTR/index.m3u8
一本道201,https://vip4.ddyunbo.com/20191128/snyFis8F/index.m3u8
一本道202,https://vip4.ddyunbo.com/20191203/52ec89LM/index.m3u8
一本道203,https://vip4.ddyunbo.com/20191125/vweaBCJp/index.m3u8
一本道204,https://vip4.ddyunbo.com/20190902/yFCyAZkG/index.m3u8
一本道205,https://vip4.ddyunbo.com/20191203/ePyVUP8Y/index.m3u8
一本道206,https://vip4.ddyunbo.com/20191212/yREukvC1/index.m3u8
一本道207,https://vip4.ddyunbo.com/20191206/KcxaHKNK/index.m3u8
一本道208,https://vip4.ddyunbo.com/20191130/aACNUDUx/index.m3u8
一本道209,https://vip4.ddyunbo.com/20191110/ntzb9SWV/index.m3u8
一本道210,https://vip4.ddyunbo.com/20191207/IxGltUle/index.m3u8
一本道211,https://vip4.ddyunbo.com/20191110/NwogQedH/index.m3u8
一本道212,https://vip4.ddyunbo.com/20191025/ugrhYcjr/index.m3u8
一本道213,https://vip4.ddyunbo.com/20191127/EDyBe1NG/index.m3u8
一本道214,https://vip4.ddyunbo.com/20191207/kzgjv1Sj/index.m3u8
一本道215,https://vip4.ddyunbo.com/20191207/V8On9hi5/index.m3u8
一本道216,https://vip4.ddyunbo.com/20191111/yM2sIi6M/index.m3u8
一本道217,https://vip4.ddyunbo.com/20191111/8ps41QnU/index.m3u8
一本道218,https://vip4.ddyunbo.com/20191031/ZqY7BWDT/index.m3u8
一本道219,https://vip4.ddyunbo.com/20191201/Lwlr3Bkj/index.m3u8
一本道220,https://vip4.ddyunbo.com/20191121/xYprKCt3/index.m3u8
一本道221,https://vip4.ddyunbo.com/20191130/bxViB0PY/index.m3u8
一本道222,https://vip4.ddyunbo.com/20191128/iWncGfHM/index.m3u8
一本道223,https://vip4.ddyunbo.com/20191128/ZupzK8uN/index.m3u8
一本道224,https://vip4.ddyunbo.com/20191029/S6qqt8Mh/index.m3u8
一本道225,https://vip4.ddyunbo.com/20191124/pQu6kMjM/index.m3u8
一本道226,https://vip4.ddyunbo.com/20191130/OQCGGLU4/index.m3u8
一本道227,https://vip4.ddyunbo.com/20191201/K4Kv3dAa/index.m3u8
一本道228,https://vip4.ddyunbo.com/20191108/oIMSxrHo/index.m3u8
一本道229,https://vip4.ddyunbo.com/20191019/qYAR1H3v/index.m3u8
一本道230,https://vip4.ddyunbo.com/20191211/VzljMkkQ/index.m3u8
一本道231,https://vip4.ddyunbo.com/20191130/DKO396f2/index.m3u8
一本道232,https://vip4.ddyunbo.com/20191130/a659X1xA/index.m3u8
一本道233,https://vip4.ddyunbo.com/20191121/u8r59V60/index.m3u8
一本道234,https://vip4.ddyunbo.com/20191212/HePcXP5K/index.m3u8
一本道235,https://vip4.ddyunbo.com/20190728/DwIqgHeT/index.m3u8
一本道236,https://vip4.ddyunbo.com/20191118/Scm0EnRV/index.m3u8
一本道237,https://vip4.ddyunbo.com/20191128/ME2HqHFH/index.m3u8
一本道238,https://vip4.ddyunbo.com/20191023/soiNyMvv/index.m3u8
一本道239,https://vip4.ddyunbo.com/20191130/inbbYKzO/index.m3u8
一本道240,https://vip4.ddyunbo.com/20191207/yjExYb5t/index.m3u8
一本道241,https://vip4.ddyunbo.com/20191121/084gIuVz/index.m3u8
一本道242,https://vip4.ddyunbo.com/20191203/eBg5Mcqa/index.m3u8
一本道243,https://vip4.ddyunbo.com/20191028/bnoZp1dl/index.m3u8
一本道244,https://vip4.ddyunbo.com/20191211/tFdr7uBO/index.m3u8
一本道245,https://vip4.ddyunbo.com/20190722/i3pcddxz/index.m3u8
一本道246,https://vip4.ddyunbo.com/20191026/dZeD0hLR/index.m3u8
一本道247,https://vip4.ddyunbo.com/20191110/KRbTUVDE/index.m3u8
一本道248,https://vip4.ddyunbo.com/20191207/UkvaFQxt/index.m3u8
一本道249,https://vip4.ddyunbo.com/20191102/E6lR5iaR/index.m3u8
一本道250,https://vip4.ddyunbo.com/20190820/r53WGvGC/index.m3u8
一本道251,https://vip4.ddyunbo.com/20191212/P8ADFznS/index.m3u8
一本道252,https://vip4.ddyunbo.com/20191201/C0NIMhZQ/index.m3u8
一本道253,https://vip4.ddyunbo.com/20191203/pXGXXkXg/index.m3u8
一本道254,https://vip4.ddyunbo.com/20191206/Y5TgrZUy/index.m3u8
一本道255,https://vip4.ddyunbo.com/20191128/GmCOlAxE/index.m3u8
一本道256,https://vip4.ddyunbo.com/20191130/lDyoKDKc/index.m3u8
一本道257,https://vip4.ddyunbo.com/20191211/jstuOIyD/index.m3u8
一本道258,https://vip4.ddyunbo.com/20190810/RdevEXDi/index.m3u8
一本道259,https://vip4.ddyunbo.com/20191206/90tduWjm/index.m3u8
一本道260,https://vip4.ddyunbo.com/20191201/536eRGt7/index.m3u8
一本道261,https://vip4.ddyunbo.com/20190729/aN7GcbnY/index.m3u8
一本道262,https://vip4.ddyunbo.com/20191206/R61RAjBC/index.m3u8
一本道263,https://vip4.ddyunbo.com/20191122/kN2bDRaJ/index.m3u8
一本道264,https://vip4.ddyunbo.com/20191201/YEg5oWil/index.m3u8
一本道265,https://vip4.ddyunbo.com/20191127/jxrCEPud/index.m3u8
一本道266,https://vip4.ddyunbo.com/20190801/HsTzj1M0/index.m3u8
一本道267,https://vip4.ddyunbo.com/20190830/B57lK9fN/index.m3u8
一本道268,https://vip4.ddyunbo.com/20191208/BS0JwI5Z/index.m3u8
一本道269,https://vip4.ddyunbo.com/20191206/UJGFkoQP/index.m3u8
一本道270,https://vip4.ddyunbo.com/20191207/pOgUw8vR/index.m3u8
一本道271,https://vip4.ddyunbo.com/20191201/mIG17Z5S/index.m3u8
一本道272,https://vip4.ddyunbo.com/20190721/xUX3F0o1/index.m3u8
一本道273,https://vip4.ddyunbo.com/20191013/aM9bNES7/index.m3u8
一本道274,https://vip4.ddyunbo.com/20191102/thRqkr3J/index.m3u8
一本道275,https://vip4.ddyunbo.com/20191008/ONnuL7h3/index.m3u8
一本道276,https://vip4.ddyunbo.com/20190904/f9ADZ1CY/index.m3u8
一本道277,https://vip4.ddyunbo.com/20190904/UfqniQi1/index.m3u8
一本道278,https://vip4.ddyunbo.com/20191211/FFE0h29v/index.m3u8
一本道279,https://vip4.ddyunbo.com/20191203/nX7ffHF1/index.m3u8
一本道280,https://vip4.ddyunbo.com/20191121/VmpUGI2G/index.m3u8
一本道281,https://vip4.ddyunbo.com/20190909/jRVMH9sc/index.m3u8
一本道282,https://vip4.ddyunbo.com/20191209/cALP0OD4/index.m3u8
一本道283,https://vip4.ddyunbo.com/20191128/xrAM7jTH/index.m3u8
一本道284,https://vip4.ddyunbo.com/20191121/ChPdFva9/index.m3u8
一本道285,https://vip4.ddyunbo.com/20191121/AQ82xuGS/index.m3u8
一本道286,https://vip4.ddyunbo.com/20191121/0jjk6fKn/index.m3u8
一本道287,https://vip4.ddyunbo.com/20191201/XjqVWCLB/index.m3u8
一本道288,https://vip4.ddyunbo.com/20190815/I8xSVL3G/index.m3u8
一本道289,https://vip4.ddyunbo.com/20191121/V7KpEPJu/index.m3u8
一本道290,https://vip4.ddyunbo.com/20191203/37pJZBSc/index.m3u8
一本道291,https://vip4.ddyunbo.com/20191011/UUuK75ff/index.m3u8
一本道292,https://vip4.ddyunbo.com/20190810/henyVtws/index.m3u8
一本道293,https://vip4.ddyunbo.com/20191009/kdxiQUUj/index.m3u8
一本道294,https://vip4.ddyunbo.com/20191112/qEl4l9Wn/index.m3u8
一本道295,https://vip4.ddyunbo.com/20191203/T0WINSep/index.m3u8
一本道296,https://vip4.ddyunbo.com/20191130/8WzWvM7O/index.m3u8
一本道297,https://vip4.ddyunbo.com/20191025/sJo8DfKz/index.m3u8
一本道298,https://vip4.ddyunbo.com/20191023/hLjlU9Vt/index.m3u8
一本道299,https://vip4.ddyunbo.com/20191201/VqS0cJUT/index.m3u8
一本道300,https://vip4.ddyunbo.com/20191111/V2iWnNxU/index.m3u8
一本道301,https://vip4.ddyunbo.com/20191213/J6Cv9gPJ/index.m3u8
一本道302,https://vip4.ddyunbo.com/20191203/U2SNJ3X7/index.m3u8
一本道303,https://vip4.ddyunbo.com/20190916/nDbO6fKD/index.m3u8
一本道304,https://vip4.ddyunbo.com/20190918/PEhQHMj2/index.m3u8
一本道305,https://vip4.ddyunbo.com/20191128/dkDIOfQC/index.m3u8
一本道306,https://vip4.ddyunbo.com/20191130/c6PcG5MJ/index.m3u8
一本道307,https://vip4.ddyunbo.com/20191211/ch4KRvFi/index.m3u8
一本道308,https://vip4.ddyunbo.com/20191208/9twDrLY8/index.m3u8
一本道309,https://vip4.ddyunbo.com/20191111/DlyNFtz9/index.m3u8
一本道310,https://vip4.ddyunbo.com/20191106/yFE2T1bI/index.m3u8
一本道311,https://vip4.ddyunbo.com/20191128/0UFCYn1m/index.m3u8
